thai,burmese,count,status
มีพริกเขียวไหม?.,ငရုပ်သီးစိမ်းရှိလား,500,Queue
มีครับ คุณต้องการเท่าไหร่?.,ရှိတယ်၊ ဘယ်လောက်ဖိုးလဲ,500,Queue
พริกขี้หนู แค่ 10 บาท ครับ ไม่มีต้องการอะไรมาก.,၁၀ ဖိုးပါ၊ အများကြီးမလိုဘူး,1500,Queue
ที่นี่ ขอบคุณนะครับ.,ဒီမှာပါ ကျေးဇူး,500,Queue
ง่วงนอน.,အိပ်ငိုက်သည်,4000,Queue
นี่เป็นครั้งแรกของผม.,ဒါကျနော့်ပထမဆုံးအကြိမ်ပါ,2800,Queue
แรกและสุดท้าย.,ပထမနှင့်နောက်ဆုံး,5000,Queue
ผมเป็นมัคคุเทศก์.,ကျနော်က တိုးဂိုက်ပါ,1500,Queue
ผมรอมานานแล้ว.,ငါစောင့်နေတာကြာပြီ,900,Queue
ยินดีให้บริการ.,ဝန်ဆောင်မှုပေးရတာ ဝမ်းသာတယ်,750,Queue
หายไวๆนะครับ.,မကြာခင်သက်သာပါစေ,1000,Queue
วางไว้ที่สำนักงานเลยครับ .,ရုံးမှာထားခဲ့ပါ,4500,Queue
ผมจะเล่าเรื่องประจำวันให้ฟังครับ.,ကျနော့်နေ့စဉ်ဘဝအကြောင်း ပြောပြမယ်။,2000,Queue
ผม ตื่นตอน 7 โมงเช้า.,ကျနော် မနက် ၇ နာရီမှာ အိပ်ရာတယ်။,1500,Queue
ผมทำอาหารกินเอง.,ကျနော်ကိုယ့်ဖာသာချက်စားတယ်။,4500,Queue
ส่วนใหญ่ ผมกินแต่ข้าว กับผักต้ม.,အများအားဖြင့် ထမင်းနဲ့အရွက်ပြုတ်တွေပဲ စားတယ်။,2000,Queue
ผมออกกำลังกายทุกวัน.,နေ့တိုင်းလေ့ကျင့်ခန်းလုပ်တယ်။,3500,Queue
ใช้ดัมเบล.,dumbbell တွေ သုံးတယ်။,1500,Queue
ที่พักของเรา มีสระว่ายน้ำ.,ကျနော်တို့အိမ်ရာမှာ ရေကူးကန်ရှိတယ်။,2500,Queue
ผมเคย ว่ายน้ำทุกวัน.,နေ့တိုင်း ရေကူးတယ်။,2000,Queue
ผมชอบอ่านหนังสือ.,စာအုပ်တွေဖတ်ရတာ ကြိုက်တယ်။,1500,Queue
ผมอ่านหนังสือทุกครั้งที่มีเวลาว่าง .,အားလပ်ချိန်တိုင်း စာအုပ်တွေဖတ်တယ်။ ,2000,Queue
ฟังเสียงหนังสือที่ยูทูปด้วย.,YouTube က အသံစာအုပ်တွေကိုလည်း နားထောင်တယ်။,2000,Queue
งานของผมเป็นงานอิสระ.,ကျွန်တော့်အလုပ်က freelance ပါ။,2000,Queue
เป็นนักออกแบบกราฟิก.,ဂရပ်ဖစ်ဒီဇိုင်း ဖြစ်ပါတယ်။,2000,Queue
ผมยังสอนออกแบบกราฟิกให้นักเรียนด้วย.,တချို့ကျောင်းသားတွေကို ဂရပ်ဖစ်ဒီဇိုင်း သင်ပေးတယ်။,1000,Queue
ผมชอบเรียนภาษาไทย.,ထိုင်းဘာသာစကားလေ့လာရတာ ကြိုက်တယ်။,300,Queue
แต่ อย่างที่รู้กัน.,ဒါပေမယ့် အားလုံးသိကြတဲ့အတိုင်းပါပဲ။,-,Queue
การออกเสียงภาษาไทย.,ထိုင်းအသံထွက်။,-,Queue
มันยาก.,ခက်တယ်။,-,Queue
สำหรับต่างชาติ.,နိုင်ငံခြားသားများအတွက်။,-,Queue
แต่ผมฝึกทุกวัน.,ဒါပေမယ့် နေ့တိုင်းလေ့ကျင့်နေတယ်။,2000,Queue
ผมเชื่อว่าภาษาไทย.,ထိုင်းဘာသာစကားကို ယုံတယ်။,-,Queue
ของผมจะพัฒนา.,မိုင်းဖွံ့ဖြိုးလာမယ်။,-,Queue
ขึ้นเร็วๆ นี้.,မကြာပါဘူး,-,Queue
ขอบคุณที่รับฟังครับ.,နားထောင်ပေးလို့ ကျေးဇူးပါ။,3000,Queue
ห้ามสูบบุหรี่.,ဆေးလိပ်မသောက်ရ,3000,Queue
สูบได้ที่นี่.,ဒီနေရာမှာ ဆေးလိပ်သောက်နိုင်ပါတယ်,1000,Queue
ผม อยากเช่ารถซาลูน.,စလွန်းတစီးငှါးချင်တယ်,1000,Queue
ผมขับรถ.,ကျနော် ကားမောင်းတယ်,500,Queue
ผมเป็นคนขับรถ.,ကျနော်က ယာဉ်မောင်းပါ,1500,Queue
ผมมาส่งลูกค้า.,ကျနော် ခရီးသည်လာပို့တာပါ,2200,Queue
ใช้ทางเบียง.,လမ်းလွှဲမှ သွားပါ။,1000,Queue
ผมกำลังรอเพื่อนของผมอยู่.,သူငယ်ချင်းကို စောင့်နေတာပါ,1500,Queue
ผมขับรถช้าเท่านั้น.,ကားကို ဖြည်းဖြည်းပဲမောင်းတယ်,2500,Queue
ผมขับรถช้าๆแค่ 60.,ကျနော်ကီလို ၆၀ နှုန်းပဲ မောင်းတယ်,1000,Queue
บริเวณโรงเรียน ขับขี่ช้าลง.,ကျောင်းနားမှာ ဖြည်းဖြည်းမောင်းနှင်ပါ,1000,Queue
งานไหล่ทางข้างหน้า.,လမ််းပြင်နေသည်,3000,Queue
เขตโรงเรียน ลดความเร็ว.,ကျောင််းရှိသည် အရှိန်လျှော့,3000,Queue
แค่นี้แหละครับ.,ဒါပါပဲ,2000,Queue
ขอข้าวเพิ่มอีก 2 จาน.,နောက် ထမင်း ၂ ပွဲထပ်ယူမယ်,1500,Queue
เมรุ.,မီးသဂြိုလ်စက်,100,Queue
เหมือนกันเลย.,အတူတူပဲ,3000,Queue
เช่นกัน.,အတူတူပဲ,2500,Queue
ผมด้วย.,ကျနော်လည်းအတူတူပဲ,300,Queue
ว่าไงนะ.,ဘာပြောလိုက်တာလဲ,4000,Queue
ตอนนี้รถติดมาก.,အခု ကားအရမ်းပိတ်တယ်။,500,Queue
เพลงชาติไทย.,ထိုင်းနိုင်ငံတော်သီချင်း,1000,Queue
ประเทศไทยรวมเลือดเนื้อชาติเชื้อไทย.,ဟ,10,Queue
เป็นประชารัฐ ไผทของไทยทุกส่วน.,ဟ,10,Queue
อยู่ดำรงคงไว้ได้ทั้งมวล.,ဟ,10,Queue
ด้วยไทยล้วนหมาย รักสามัคคี.,ဟ,10,Queue
ไทยนี้รักสงบ แต่ถึงรบไม่ขลาด.,ဟ,10,Queue
เอกราชจะไม่ให้ใครข่มขี่.,ဟ,10,Queue
สละเลือดทุกหยาดเป็นชาติพลี.,ဟ,10,Queue
เถลิงประเทศชาติไทยทวี มีชัย ชโย.,ဟ,10,Queue
กรุณาสับมันหน่อย.,တချက်လောက် ခုတ်ပေးပါဦး,1000,Queue
หุ่นดี เอวคอด.,ပုံကောင်း၊ ခါးကျဉ်း,1500,Queue
นมสวยมาก กำลังดี.,အရမ်းလှတဲ့ ရင်သားလေးပဲ မိုက်နေပြီ,500,Queue
กลัวจะยัดไม่เข้า.,မတော်မှာစိုးရိမ်တယ်,2500,Queue
มันแน่นมากๆ.,အရမ်းကြပ်တယ်။,1000,Queue
แทกเน้นๆเลย.,သေချာလုပ်,1500,Queue
โอ้ย เสียว.,အား...ထိချက်ပဲ,500,Queue
จะเสร็จ.,ပြီးတော့မယ်,500,Queue
เสียวหรอ.,စိတ်လှုပ်ရှားစရာကြီး,2500,Queue
ทดสอบความแน่น.,တင်းကျပ်မှုစမ်းသပ်,2000,Queue
ท่านีเข้าลึกมาก.,ဒီပုံစံက တဆုံး*တယ်။,1000,Queue
กันสาย.,အဆက်မပြတ်,2000,Queue
เสียวมากไหม.,အရမ်းစိတ်လှုပ်ရှားစရာကောင်းလား,1000,Queue
ผมจะเล่า น้ำแรก.,ပထမဆုံး *တဲ့အကြောင်းပြောမယ်,1000,Queue
ทำไมดีขนาดนี.,ဘာလို့ ဒီလောက်ကောင်းရတာလဲ,1000,Queue
ถอดเสือออกไปแล้ว.,အင်္ကျီချွတ်တယ်,1100,Queue
เก่งจัง.,မင်းက မိုက်လိုက်တာ။,1100,Queue
นังมิดโคนเลย.,အဆုံးပဲ *မ,3000,Queue
น่ำเสียว เต็มเบย.,*ရွှဲလို့ *နေပြီ,1000,Queue
น้องครางหนักมาก.,ကောင်မလေးက အရမ်းအော်တယ်,1100,Queue
ยูสให้นี ยังไงก็แตก.,*ကို*လို့ *မယ်,1000,Queue
เขตตรวจจับ ความเร็ว.,မြန်နှုန်းထောက်လှမ်းဇုန်,1000,Queue
ลาบเมือง ลาบอีสาน.,လပ်မူ(ရ)န် လပ်အီဆန် (အသားစင်းကောဟင်း),10,Queue
ทางม้าลาย.,လူကူးမျဥ်းကျား,1300,Queue
ส้า ต้มแซ่บ.,အသားချဥ်စပ် ပြုတ်/သုပ်,10,Queue
ต้มขม.,အမဲကလီစာဟင်းခါး,2100,Queue
แกงอ่อม.,အသားချဥ်ရည်ဟင်း,3500,Queue
ไปรษณีย์.,စာတိုက်,1000,Queue
อยากส่งมันไปแม่สายครับ.,ဒါ မဲ့ဆိုင်ကို ပို့ချင်လို့ပါ,500,Queue
มีสัญญาณไฟจราจร.,မီးပွိုင့်ရှိတယ်,1000,Queue
ไม่คิดค่าใช้จ่าย.,အခမဲ့,3500,Queue
หลอด.,အချိုရည်ပိုက်,2000,Queue
ของแถม.,လက်ဆောင်,6000,Queue
ทรงพระเจริญ.,ဘုရင်ကြီး သက်တော်ရှည်ပါစေ,2500,Queue
ยุงและแมลงวัน.,ခြင်နဲ့ယင်,1000,Queue
ขอซื้อดอกกุหลาบ 3 ดอก.,နှင်းဆီ ၃ ပွင့်ပေးပါ,500,Queue
ดอกเบญจมาศ.,ဂန္ဓမာ,1000,Queue
น้ำจิ้ม.,အချဉ်ရည်,2000,Queue
มันอันตราย.,Dangerous,500,Queue
เป็นประจำ.,ပုံမှန်ပါပဲ,1000,Queue
* First: ที่หนึ่ง (thîi nùeng).,ဟ,200,Queue
* Second: ที่สอง (thîi sǒng).,ဟ,200,Queue
* Third: ที่สาม (thîi sǎam).,ဟ,200,Queue
* Fourth: ที่สี่ (thîi sìi).,ဟ,200,Queue
* Fifth: ที่ห้า (thîi hâa).,ဟ,200,Queue
* Sixth: ที่หก (thîi hòk).,ဟ,200,Queue
* Seventh: ที่เจ็ด (thîi jèt).,ဟ,200,Queue
* Eighth: ที่แปด (thîi pàet).,ဟ,200,Queue
* Ninth: ที่เก้า (thîi kâo).,ဟ,200,Queue
* Tenth: ที่สิบ (thîi sìp).,ဟ,200,Queue
แม่สายอยู่ไกลกว่าเชียงราย.,ဟ,2000,Queue
ม่อนแจ่มใกล้กว่าเชียงราย.,ဟ,1000,Queue
ดอกกุหลาบสวยกว่าเบญจมาศ.,ဟ,1000,Queue
ดอยอินทนนท์สูงกว่าดอยสุเทพ.,ဟ,500,Queue
ราคาแหวนถูกกว่าสร้อยคอ.,ဟ,800,Queue
แผ่นดินไหว,ငလျင်,2000,Queue
เกิดแผ่นดินไหวใหญ่เบิ้มเลยนะ.,ကြီးမားသော ငလျင်တစ်ခု လှုပ်ခတ်ခဲ့သည်။,1000,Queue
แผ่นดินไหวที่สะกายหนักมากเลยนะ.,စစ်ကိုင်းမှာ ငလျင်ဒဏ်တော်တော်ဆိုးတယ်,1000,Queue
มีคนตายเป็นพันเลยนะ.,လူအများကြီးသေတယ်,1000,Queue
ราชพฤกษ์.,ငုပင်,3000,Queue
อินทนิล,ပျဥ်းမပင်,500,Queue
ไม้ประดู่,ပိတောက်,2000,Queue
ดอกเฟื่องฟ้า,စက္ကူပန်း,1000,Queue
ลิสต์ต้องทำ,လုပ်စရာ,500,Queue
ฝนตกถนนลื่น,မိုးရွာနေစဉ်လမ်းချော်သည်,1500,Queue
ดอกสาละลังกา,အင်ကြင်းပန်း,500,Queue
เลขตัวถัง,ချက်စီ,2000,Queue
พระราชบัญญัติรถยนต์ พศ 2522.,မော်တော်ယာဉ်ဥပဒေ B.E. ၂၅၂၂,500,Queue
กระเทียม,ကြက်သွန်ဖြူ,1500,Queue
ร้านล้างรถ,ကားရေဆေးဆိုင်,1000,Queue
ตลาดกาดหน้ามอ,ကျောင်းသားညဈေး,500,Queue
นางพญาเสือโคร่ง,ထိုင်းချယ်ရီပန်း,2000,Queue
กล้วยน้ำว้า,ဖီးကြမ်းသီး,1500,Queue
ขิง,ဂျင်း,1500,Queue
ค่ายรบพิเศษที่ 5,အမှတ် (၅) အထူးစစ်ဆင်ရေးစခန်း,1000,Ready
กรมรบพิเศษที่ 5,အမှတ် (၅) အထူးစစ်ဆင်ရေးတပ်ရင်း,500,Drill
MYNEWTESTWORD,MyNewTestMeaning,999,dril
