thai,burmese,count,status,category
เจ้าของบ้าน,အိမ်ရှင်,500,Ready,House
เจ้าหน้าที่,အရာရှိ,500,Queue,General
เจ้าหน้าที่ตรวจคนเข้าเมือง,လူဝင်မှုကြီးကြပ်ရေးအရာရှိ,0,Queue,Immigration
เช่น,နမူနာအနေနဲ့,500,Queue,General
เช่นกัน,အတူတူပဲ,2500,Queue,General
เช่นนิยาย,ဝတ္ထုတွေလိုမျိုး,2200,Queue,General
เช่า,အိမ်ငှားသည်,500,Ready,Verb
เช้าหรือสาย,စော သို့ နောက်ကျသော,2500,Queue,Time
เดาดูที่,ဘယ်မှာလဲ ခန့်မှန်းကြည့်,1000,Queue,Question
เดินหรือวิ่ง,လျှောက် သို့ ပြေး,7500,Queue,Action
เดี๋ยวเจอกัน,နောက်မှတွေ့မယ်။,12100,Ready,Greeting
เดือนกันยายนเป็นฤดูฝนฝนตกมาก,စက်တင်ဘာလသည် မိုးရာသီဖြစ်ပြီး မိုးများသည်။,600,Queue,Weather
เดือนธันวาคมเป็นฤดูหนาว,ဒီဇင်ဘာသည် ဆောင်းရာသီဖြစ်သည်။,600,Queue,Weather
เดือนนี้ฝนจะตกหนักมาก,ဒီီလ မိုးကောင်းမယ်,2000,Queue,Weather
เดือนนี้เดือนอะไรครับ,ဒါလက ဘယ်လလဲ။,300,Ready,Time
เดือนพฤษภาคมปีหน้าครับ,နောက်နှစ် မေလ,600,Queue,Time
เดือนมิถุนายน,ဇွန်လ,150,Ready,Time
เดือนหน้าคุณจะกลับบ้านไหมครับ,နောက်လမှ အိမ်ပြန်မှာလား။,600,Queue,General
เด็กหรือผู้ใหญ่,အသက် ငယ် သို့ကြီးသော,2000,Queue,General
เตา,မီးဖို,500,Ready,Food
เตา,မီးဖို,4000,Ready,House
เตารีด,မီးပူ,2000,Ready,House
เตาแก๊ส,ဂတ်မီးဖို,5000,Ready,House
เตียง,အိပ်ရာ,2000,Queue,Object
เตี้ยกว่าผม,ကျနော့်ထက်ပုတယ်,800,Queue,Daily
เถลิงประเทศไทยชาติไทยทวีมีชัยชโย,ထိုင်းနိုင်ငံတော်ကြီး တည်တံ့ခိုင်မြဲဖို့အတွက်,500,Ready,Song
เถามะระ,ကြက်ဟင််းခါးနွယ်,1500,Queue,Plant
เทกะทะ,အိုးထဲကိုလောင်းထည့်သည်,500,Queue,School
เทนนิส,တင်းနစ်,100,Ready,Sport
เทยาทายา,ဆေးလောင်းချသည်/ဆေးလိမ်းသည်,1000,Queue,Health
เทียน,ဖယောင်းတိုင်,1500,Queue,Object
เที่ยงคืน,ည ၁၂ နာရီ,1400,Ready,Time
เที่ยงตรง,မွန်းတည့်အတိ,1000,Queue,Time
เที่ยงวัน,မွန်းတည့်၁၂နာရီ,1400,Ready,Time
เที่ยว,ခရီးသွားသည်,500,Ready,Verb
เที่ยว,အလည်သွားသည်,0,Queue,Leisure
เท่าไร,ဘယ်လောက်လဲ,10,Ready,General
เท่าไรมันมีราคา,ဒါဘယ်လောက်လဲ,3500,Queue,General
เธอ,သူမ,5000,Ready,Pronoun
เธอเป็นนักกีฬาว่ายน้ำ,သူမသည် ရေကူးအားကစားသမားတစ်ဦး ဖြစ်သည်,0,Queue,Sport
เธอเป็นเพื่อนของผม,သူမက ကျနော့်သူငယ်ချင်း,300,Ready,Daily
เธอไปช้อปปิ้งที่ห้างสรรพสินค้า,သူမသည် ကုန်တိုက်မှာ ဈေးဝယ်သည်,0,Queue,Leisure
เนื้อ,အမဲသား,5000,Ready,Food
เนื้อหมู,ဝက်သား,4000,Ready,Food
เนื้อเปื่อย,အမဲသားပေါင်း,515,Queue,Food
เนื้อเพลง,သီီချင်းစာသား,2000,Queue,Music
เนื้อแกะ,သိုးသား,300,Ready,Food
เนื้อแพะ,ဆိတ်သား,500,Ready,Food
เบาหรือดัง,တိုးတိုး သို့ ကျယ်ကျယ်,1800,Queue,Adjective
เบียร์สด,စည်ဘီယာ,500,Ready,Drink
เบียร์สิงห์มีไหมครับ,စင်ဂါးဘီယာရှိလား,400,Ready,Drink
เปลี่ยน,ကွေ့သည်,800,Queue,Action
เปลี่ยนน้ำมันเครื่อง,အင်ဂျင်ဝိုင်လဲချင်တယ်,1000,Queue,Driving
เปล่า,ဟင့်အင်း,1000,Ready,General
เปิดพัดลม,ပန်ကာကိုဖွင့်ပါ,1000,Queue,Action
เปิดหรือปิด,ဖွင့်သော သို့ ပိတ်သော,4010,Queue,Action
เป็ด,ဘဲ,2000,Queue,Animal
เป็นนักออกแบบกราฟิก,ဂရပ်ဖစ်ဒီဇိုင်း ဖြစ်ပါတယ်။,2000,Queue,General
เป็นประจำ,ပုံမှန်ပါပဲ,1000,Queue,General
เป็นประชารัฐไผทของไทยทุกส่วน,ထိုင်းနိုင်ငံတော်ကြီးရဲ့နယ်မြေအားလုံးကိုထိုင်းနိုင်ငံသားတွေပဲ ပိုင်ပါတယ်,50,Ready,Song
เป็นภาษาพม่า,ဗမာဘာသာကို,2600,Queue,General
เป็นอะไรไหม,အဆင်ပြေလား,14600,Ready,Greeting
เป็นไข้,အဖျားတက်သည်,725,Ready,Health
เป็นไงบ้าง,ဘယ်လိုနေလဲ,4100,Ready,Question
เผด็จการ,အာဏာရှင်,1000,Queue,Politics
เผ็ด,စပ်သော,500,Ready,Food
เพราะ,အဘယ်ကြောင့်ဆိုသော်,2500,Queue,General
เพราะฉันเขินฉันกลัวที่จะพูดไป,ပြောရမှာ ရှက်ပြီးကြောက်တယ်။,1000,Queue,Song
เพราะตอนนี้,ဘာလို့လဲဆိုတော့ အခု,2200,Queue,General
เพลง,သီချင်း,1500,Queue,Music
เพลงชาติไทย,ထိုင်းနိုင်ငံတော်သီချင်း,1000,Queue,Song
เพลงโปรด,အကြိုက်ဆုံးသီချင်း,1000,Queue,Music
เพิ่งมา,အခုပဲလာတယ်,5700,Ready,Statement
เพิ่มเติม,ပို၍,500,Queue,General
เพื่ออะไร,ဘာလုပ်ဖို့လဲ,5500,Queue,General
เพื่อให้ผู้อ่าน,စာဖတ်သူတွေအတွက်,2600,Queue,General
เฟอร์นิเจอร์,ပရိဘောဂ,500,Queue,Object
เมรุ,မီးသဂြိုလ်စက်,100,Ready,General
เมษายน,ဧပြီ,6400,Queue,Calendar
เมา,အရက်မူးသည်,1000,Queue,Daily
เมือง,မြို့,300,Ready,Place
เมืองไทยมีกี่ฤดูครับ,ထိုင်းမှာ ရာသီဥတုဘယ်နှမျိုးရှိလဲ။,600,Queue,Weather
เมืองไทยมีสามฤดู,ထိုင်းမှာ ရာသီသုံးမျိုးရှိတယ်။,200,Ready,Weather
เมื่อกี้ลื่นล้ม,ချော်လဲသွားတယ်,800,Ready,Verb
เมื่อวาน,မနေ့က,4000,Queue,Time
เมื่อวานนี้,တနေ့က,500,Queue,Time
เมื่อวานนี้มาสายไหมครับ,မနေ့က နောက်ကျနေသလား,600,Queue,General
เมื่อวานนี้มาเข้ามากครับ,မနေ့က (လူ)အဝင်များတယ်,600,Queue,General
เมื่อวานลมแรง,မနေ့က လေတိုက်တယ်,2000,Queue,Weather
เมื่อไร,ဘယ်အချိန်လဲ,5000,Queue,General
เมื่อไรคุณจะมา,ဘယ််အချိန်လာမှာလဲ,3500,Queue,General
เยอรมนี,ဂျာမဏီ,400,Ready,Country
เย็นตาโฟ,ပန်းရောင်ဟင်းရည်,500,Queue,Food
เรา,ငါတို့,4000,Ready,Pronoun
เรากำหนดวันพรุ่งนี้,မနက်ဖြန် ချိန်းလိုက်ကြတယ်။,1100,Ready,Daily
เราชอบเล่นเกมด้วยกัน,ကျွန်တော်တို့ အတူတူ ဂိမ်းကစားရတာ ကြိုက်တယ်,0,Queue,Leisure
เราไปดูหนังด้วยกันไหม,ကျွန်တော်တို့ ရုပ်ရှင် အတူတူ သွားကြည့်ကြမလား,0,Queue,Leisure
เริ่มงาน,အလုပ်စသည်,500,Queue,General
เริ่มทำงานกี่โมงครับ,ဘယ်အချိန်ကစလုပ်တာလဲ။,600,Queue,General
เริ่มหรือเลิก,အစပြု သို့ အဆုံးသတ်သည်,2000,Queue,General
เริ่มเรียน,စာ စသင်သည်,2000,Queue,School
เริ่มเรียนตั้งแต่เก้าโมงถึงเที่ยง,အတန်းချိန် ၉ နာရီမှ နေ့လည်အထိ။,600,Queue,School
เรียนหนังสือแล้วก็กลับบ้าน,စာသင်ပြီးတော့ အိမ်ပြန်တယ်,600,Queue,General
เรียบ,ချောမွေ့သည်,500,Queue,Adjective
เรือ,လှေ,300,Ready,Transportation
เรื่องนี้เกี่ยวข้องกับคุณ,ဒါမင်းနဲ့ဆိုင်တယ်,2735,Ready,Daily
เรไร,ဓါးခုတ်ကောင်,1500,Queue,Animal
เลข,နံပါတ်,500,Ready,Place
เลขตัวถัง,ချက်စီ,2000,Queue,Object
เลขหก,နံပါတ်ခြောက်,2500,Ready,Number
เลย,လုံးဝ,700,Ready,General
เลิกเรียน,စာသင််ပြီးသည်,1000,Ready,School
เล่นเกม,ဂိမ်းကစားသည်,0,Queue,Leisure
เล่มนี้,ဒီစာအုပ်,1500,Queue,General
เล่มนี้มาก,စာအုပ်ကို တကယ်,1500,Queue,General
เวลา,အချိန်,3500,Ready,Time
เวียดนาม,ဗီယက်နမ်,400,Ready,Country
เว็บไซต์,ဝဘ်ဆိုက်,15,Queue,Technology
เศรษฐกิจ,စီးပွားရေး,3900,Queue,Politics
เศรษฐาทวีสิน,ယခင်ဝန်ကြီးချုပ်၊ အိမ်ခြံမြေသူဌေး၊ ဖြူထိုင်းပါတီ ခေါင်းဆောင် ဆေ့ထာထ,800,Queue,Politics
เสร็จแล้ว,ပြီးပြီ,500,Ready,General
เสาโต,တိုင်အကြီး,1500,Queue,Object
เสียวมากไหม,အရမ်းစိတ်လှုပ်ရှားစရာကောင်းလား,1000,Queue,18+
เสียวเหรอ,စိတ်လှုပ်ရှားစရာကြီး,2500,Queue,18+
เสียใจ,နောင်တ,700,Queue,General
เสือก,မင်းအလုပ်မဟုတ်ဘူး,500,Queue,Slang
เสื้อ,ရှပ်,500,Queue,Clothing
เสื้อshirt,တီရှပ်,300,Ready,Clothing
เสื้อกล้าม,စွပ်ကျယ်,1300,Queue,Clothing
เสื้อกีฬา,အားကစားအင်္ကျီ,1000,Queue,Clothing
เสื้อชั้นใน,ဘရာ,1000,Queue,Clothing
เส้นหมี่ลูกชิ้นหมู,နန်းသေး ဝက်သားလုံး,500,Ready,Food
เส้นหมี่เหลือง,ဆန်ကြာဇံဝါ,500,Ready,Food
เส้นเล็ก,နန်းသေးခေါက်ဆွဲ,400,Ready,Food
เส้นใหญ่,နန်းကြီးခေါက်ဆွဲ,400,Ready,Food
เหงา,အထီးကျန်သည်,400,Ready,Emotion
เหนื่อยมาก,အရမ်းပင်ပန်းတယ်,10000,Ready,Health
เหนื่อยแต่มีความสุข,ပင်ပန်း ပေမယ့် ပျော်တယ်,1500,Queue,Daily
เหมือนกันเลย,အတူတူပဲ,3000,Queue,General
เหล้าและน้ำเปล่า,အရက်နဲ့ ရေ,500,Queue,Food
เหียง,ရဟတ်သီး,1000,Queue,Plant
เห็นด้วยไหม,သဘောတူပါသလား?,1000,Ready,Daily
เอ เอกสาร,စာရွက်စာတမ်း,5500,Ready,Vowel
เอกราชจะไม่ให้ใครข่มขี่,အချုပ်အချာအာဏာကိုဘယ်သူမှလာပြီးထိပါးစော်ကားခွင့်မပြုပါဘူး,100,Ready,Song
เอกสาร,စာရွက်စာတမ်း,0,Queue,Immigration
เอย เคย,အမြဲတမ်း,5500,Queue,Vowel
เออะ เยอะ,အများအပြား,5500,Ready,Vowel
เอะ เอะอะ,ပူပန်ခြင်း,6200,Ready,Vowel
เอา เรา,ငါတို့,5500,Queue,Vowel
เอาก๋วยเตี๋ยวครับ,ကွေ့တယိုမှာ(ယူ)မယ်,400,Ready,Food
เอาขาถู,ခြေကိုပွတ်,1000,Queue,Action
เอาขาเกา,ခြေနဲ့ကုတ်သည်,1500,Queue,Action
เอาจะไอ,ချောင်းဆိုးဦးမယ်,1000,Queue,Health
เอายี่ห้ออะไร,ဘယ််တံဆိပ်လိုချင်ပါလဲ,500,Ready,General
เอาะ เอาะ,လာပါ,5500,Ready,Vowel
เอาใจ,ဂရုစိုက်သည်,1000,Queue,Action
เอาใจเขา,သူ့ကိုဂရုစိုက်ပေးသည်,620,Queue,School
เอาใจเรา,ငါ့တို့ကို ဂရုစိုက်ပါ,1000,Queue,Action
เอียว เขียว,အစိမ်း,5500,Queue,Vowel
เอือย เอือย,ပျင်းသည်,5500,Queue,Vowel
เอ็ เอ็นดู,ချစ်စရာကောင်းသော,6000,Ready,Vowel
แกง,ဟင်း,4000,Ready,Food
แกงมัสมั่น,ချစ်တီးဟင်း,1800,Ready,Food
แกงหมู,ဝက်သားဟင်း,500,Ready,Food
แกงอ่อม,အသားချဥ်ရည်ဟင်း,3500,Queue,Food
แกงไตปลา,ငါးအူဟင်း,2000,Ready,Food
แก้ตัว,ဆင်ခြေပေးတယ်။,4500,Ready,General
แก้ว,ဖန်ခွက်,300,Ready,Object
แข่งขัน,ယှဥ်ပြိုင်သည်,0,Queue,Sport
แคบหมู,ဝက်ခေါက်ကြော်,2000,Queue,Food
แค่นี้แหละ,ဒါပါပဲ,2500,Ready,General
แค่ร้องว่าอ๊าอิยะอียา,ဒီလိုလေးပြောရုံပဲ၊ ဒီလောက်ပါပဲ။,1500,Ready,Song
แซ่บ,စပ်စပ်ကောင်းကောင်း,200,Ready,Food
แดงเลือดหมู,ဝက်သွေးရောင်,900,Queue,Color
แตงโม,ဖရဲသီး,135,Ready,Food
แตงโมและลำไย,ဖရဲသီးနဲ့ လေချူသီး,1000,Queue,Food
แต่,ဒါပေမယ့်,500,Ready,General
แต่กำลังพยายามอยู่ครับ,ဒါပေမယ့် ငါကြိုးစားနေတယ်။,700,Ready,Myself
แต่นักศึกษาหญิงชอบดื่มน้ำผลไม้,ဒါပေမယ့်ကျောင််းသူတွေက သစ်သီးဖျော်ရည်ကြိုက်ကြတယ်,300,Ready,General
แต่ปีที่แล้วอากาศหนาวมาก,ဒါပေမယ့် မနှစ်က ရာသီဥတုက အရမ်းအေးတယ်။,1100,Queue,Weather
แต่ผมชอบ,ဒါပေမယ့် ကျနော် သဘောကျတယ်,1700,Queue,General
แต่ผมฝึกทุกวัน,ဒါပေမယ့် နေ့တိုင်းလေ့ကျင့်နေတယ်။,2000,Queue,General
แต่ผมโชคดี,ဒါပေမယ့် ငါကံကောင်းတယ်,2000,Ready,General
แต่เธอก็เขินอายอย่างนั้น,ဒါပေမယ့် သူအရမ်းရှက်သွားတယ်,1000,Queue,Song
แทนที่จะซื้อหนังสือเล่ม,စာအုပ်ဝယ်မယ့်အစား,2700,Queue,General
แท็กเน้นๆเลย,သေချာလုပ်,1500,Queue,General
แน่นหรือหลวม,ချောင်သော သို့ ကျပ်သော,2000,Queue,Adjective
แน่นอน,ဒါပေါ့,3000,Queue,General
แบตเตอรี่หมด,ဘက်ထရီကုန်သွားပြီ,0,Queue,Technology
แบบฝึก,လေ့ကျင့်ခန်း,1000,Queue,Education
แบบฟอร์ม,ပုံစံ,0,Queue,Immigration
แปด,ရှစ်,5200,Ready,Number
แปดแก้วน้ำ,ရေ ၈ ခွက်,2500,Queue,Food
แปลกๆ,တမျိုးကြီး,500,Ready,Adjective
แปลภาษา,ဘာသာပြန်ခြင်း,50,Ready,General
แป๊บนึง,ခဏလေး,300,Ready,General
แป๊บนึงได้ไหม,ခဏငှားလို့,1800,Queue,Daily
แป๊บเดียว,ခဏပဲ,100,Ready,Time
แผนที่,မြေပုံ,5000,Queue,Object
แผ่นดินไหว,ငလျင်,2000,Queue,Nature
แผ่นดินไหวที่สะกายหนักมากเลยนะ,စစ်ကိုင်းမှာ ငလျင်ဒဏ်တော်တော်ဆိုးတယ်,1000,Queue,Nature
แพงจัง,အလွန်ဈေးကြီးသော,700,Queue,Adjective
แพงหรือถูก,ဈေးကြီး သို့ ဈေးချို,6300,Queue,Adjective
แพทองธารชินวัตร,ဝန်ကြီးချုပ်၊ သက်ဆင်သမီး၊ ဖယ်သုံန်-ထာန်-ချင်နာဝက်သ်,300,Ready,Politics
แพ้,ရှုံးနိမ့်သည်,0,Queue,Sport
แฟนผมชอบโยเยเวลางอน,ကျနော့်ကောင်မလေးက စိတ်ဆိုးတဲ့အခါ ဂျီကျတတ်တယ်။,500,Queue,General
แม่ครัว,စားဖိုမှူး(မ),4000,Ready,Job
แม่น้ำและดอกไม้,ပန်းနဲ့ မြစ်,2500,Queue,Nature
แม่สายอยู่ไกลกว่าเชียงราย,ဟ,2000,Queue,Place
แม่เหียะ,မဲ့ဟဲား,1500,Ready,Place
แย่คับ,ဆိုးတယ်။,6500,Ready,Greeting
แรกและสุดท้าย,ပထမနှင့်နောက်ဆုံး,5000,Queue,General
และ,နှင့်,500,Ready,General
และก็,နောက်ပြီးတော့,500,Ready,General
และขอสามแก้วเปล่าไม่เอาน้ำแข็ง,ခွက်လွတ် ၃ လုံးပေးပါ။ ရေခဲမထည့်ဘူး,100,Ready,Food
และขอโซดาสองขวดน้ำแข็งเปล่า,ဆိုဒါ ၂ ပုလင်းနဲ့ ရေခဲအလွတ်ပေးပါ,200,Ready,Food
และฉันก็เหมือนเธอแค่เพียงเท่านี้เป็นอันเข้าใจ,နှစ်ကိုယ်ကြားလေးပဲ၊ အတူတူရင်ထဲက နားလည်တယ်။,1500,Ready,Song
และฉันจะขอเป็นคนนั้นที่ดูแลหัวใจ,ဒါဆိုရင် မင်းရဲ့ပျော်ရွှင်မှုအားလုံး ဆောင်ကျဥ်းပေးတဲ့သူ ဖြစ်နိုင်ပြီ။,1000,Queue,Song
และชีวประวัติ,အတ္ထုပတ္တိနဲ့,2200,Queue,General
และต่างประเทศ,နောက်ပြီး နိုင်ငံခြားက(စာရေးဆရာ),2700,Queue,General
และสังคม,လူမှုရေးနဲ့,2400,Queue,Politics
และเข้าเรียนเวลา9โมง,နောက်ပြီး ၉ နာရီမှာ ကျောင်းတက်တယ်,600,Queue,School
และเลิกงานกี่โมงครับ,နောက် အလုပ်က ဘယ်နှနာရီဆင်းလဲ,600,Queue,General
และแก้วเพิ่มอีกสองใบครับ,ခွက် ၂ လုံးထပ်ပေးပါ,500,Queue,Object
และโดสโตเยฟสกี,နောက်ပြီး ဒိုစတိုယက်စကီး,2200,Queue,General
แล้วคุณล่ะคะ,ခင်ဗျားကော,10,Ready,General
แล้วงาน,ဤစာအုပ်ကို ယခုရရှိနိုင်ပါပြီ။,2500,Queue,General
แล้วเธอคิดอย่างไรเมื่อได้รู้บอกทีอยากฟังจากปากเธอ,သိသွားတဲ့အခါမင်းသဘောထားက ဘယ်လိုလဲ ကိုယ့်ကိုပြောပါ,1500,Queue,Song
แว่นกันแดด,နေကာမျက်မှန်,500,Ready,Object
แว่นตา,မျက်မှန်,500,Ready,Object
แสงกระจายไปทั่วห้อง,အလင်းရောင်က အခန်းတစ်ခုလုံးပျံ့နှံ့သွားတယ်။,2300,Ready,Daily
แสงดวงดาวพร่างพราวประกายสวยงาม,ကြယ်ရောင်လေးတွေက တောက်ပပြီးလှတယ်,1000,Queue,Song
แหนมทอด,ဝက်သားချဥ်ကြော်,1500,Queue,Food
แหวน,လက်စွပ်,500,Ready,Clothing
แห้ง,အရည်မပါ,500,Queue,Food
แอ แข่ง,ပြိုင်ပွဲ,6000,Ready,Vowel
แอนน์และจอห์นมาเรียนภาษาไทยทุกวัน,အန်းနဲ့ဂျွန်က ထိုင်းစာနေ့တိုင်းလာ သင်တယ်,400,Ready,School
แอปพลิเคชัน,အပလီကေးရှင်း,0,Queue,Technology
แอว แมว,ကြောင်,6500,Queue,Vowel
แอะ และ,နှင့်,5505,Ready,Vowel
โข,အလွန်,800,Ready,General
โคมลอย,မီးပုံး,1000,Queue,Festival
โคมไฟ,မီးစလောင်း,1000,Queue,Object
โครงสร้าง,ဝါကျပုံစံ,2000,Queue,General
โค้ก,ကိုကာကိုလာ,800,Queue,Drink
โค้ช,နည်းပြ,100,Ready,Sport
โฆษณา,ကြော်ငြာ,3000,Queue,General
โชคดี,ကံကောင်းပါစေ,11000,Ready,Greeting
โดยเฉพาะ,အထူးသဖြင့်,200,Ready,General
โดยเฉพาะอย่างยิ่ง,အထူးသဖြင့်,2000,Ready,General
โตตาดี,မျက်လုံးကြီီးကောင်း,500,Ready,School
โต๊ะและเก้าอี้,စားပွဲနဲ့ ကုလားထိုင်,5000,Queue,Object
โทรทัศน์,တီဗွီ,800,Queue,Object
โทรศัพท์,ဖုန်း,500,Ready,Object
โปรดช่วยกันรักษาความสะอาด,သန့်ရှင်းအောင်ကူညီပေးပါ။,1000,Ready,General
โมง,နာရီထိုး(နေ့ဖက်),10,Ready,Time
โมเม,ထင်မြင်သည်,1500,Queue,Action
โมโห,ဒေါသထွက်သော,1000,Queue,Emotion
โยเย,ဂျီကျ,1000,Queue,Adjective
โรงงาน,အလုပ်ရုံ/စက်ရုံ,4500,Ready,Place
โรงพยาบาล,ဆေးရုံ,1000,Queue,Place
โรงแรม,ဟိုတယ်,1000,Queue,Place
โอ โชค,လာဘ်,6000,Ready,Vowel
โอกาสอย่างนี้ต้องพูดไป,ခုလိုအခွင့်အရေးရှိချိန်ဖွင့်ပြောရမယ်,1000,Queue,Song
โอบ,ဖက်သည်,800,Queue,Action
โอะ โต๊ะ,စားပွဲ,5500,Ready,Vowel
โอ๊ยเสียว,အားထိချက်ပဲ,500,Queue,18+
ใกล้กับห้างสรรพสินค้าเมญ่า,မေယရှော့ပင်းမောအနီး,1000,Ready,Daily
ใกล้หมดอายุแล้ว,သက်တမ်းကုန်တော့မယ်,535,Queue,Driving
ใคร,ဘယ်သူလဲ,1500,Queue,General
ใครสวยที่สุดในห้องนี้?,အခန်းထဲဲမှာ ဘယ်သူအချောဆုံးလဲ,300,Ready,Question
ใครเก่งที่สุดในห้องเรียน?,အခန်းထဲမှာ ဘယ်သူစာအတော်ဆုံးလဲ,600,Queue,Question
ใครเป็นเจ้าของ,ဘယ်သူပိုင်လဲ,6500,Queue,General
ใครเป็นเพื่อนของคุณ,ဘယ်သူက မင်း သူငယ်ချင်းလဲ,400,Ready,Question
ใจดี,ကြင်နာသည်,1000,Ready,Adjective
ใจดํา,အနက်ရောင်နှလုံးသား,500,Ready,School
ใช้,အသုံးပြုသည်,1100,Queue,Verb
ใช้ดัมเบล,dumbbell တွေ သုံးတယ်။,1500,Queue,Object
ใช้ทางเบี่ยง,လမ်းလွှဲမှ သွားပါ။,1000,Queue,General
ใต้และเหนือ,တောင်နဲ့ မြောက်,2000,Queue,Direction
ในนาเรา,တို့လယ်မှာ,500,Ready,School
ในพม่า,ဗမာစာနဲ့,2600,Queue,General
ในรูงู,မြွေကျင်းထဲမှာ,500,Ready,School
ในเตา,မီးဖိုအထဲမှာ,1500,Queue,Place
ใบ,သစ်ရွက်,200,Ready,Object
ใบขับขี่,ယာဥ်မောင်းလိုင်စင်,1000,Queue,Document
ใบคะน้า,ကိုက်လန်ပါ,500,Queue,Food
ใบอนุญาตทำงาน,အလုပ်လုပ်ခွင့်ပါမစ်,0,Queue,Immigration
ใบอนุญาตทำงาน,အလုပ်သမားကဒ်,200,Ready,Document
ใสดี,ကြည်ကြည်ကောင်းကောင်း,500,Ready,School
ใส่,ထည့်သည်/သွတ်သည်,400,Ready,Action
ใส่น้ำตาลสองก้อนไม่ใส่ครีม,သကြား ၂ တုံးထည့်ပါ ခရမ်မထည့်ဘူး,500,Queue,Food
ใส่ผักเยอะๆหน่อย,အရွက်များများလေး,500,Ready,Daily
ให้คนอ้างว้างอย่างฉัน,ကိုယ့်လို အထီးကျန်သူတစ်ယောက်အတွက်,1000,Queue,Song
ให้อ่านว่า,ဒီလိုလေးဖတ်ကြစို့,1000,Queue,Education
ให้และเอา,ပေးနဲ့ယူ,11700,Ready,Verb
ให้และเอา,ပေး နဲ့ ယူ,2000,Queue,Action
ใอ ใจ,စိတ်,5500,Queue,Vowel
ไก่ทอด,ကြက််ကြော်,1000,Queue,Food
ไก่ผัดเม็ดมะม่วง,အစိမ်းကြော်,1500,Ready,Food
ไก่ย่าง,ကြက်ကင်,500,Queue,Food
ไข่คน,မွှေကြော်,5000,Queue,Food
ไข่ดาว,ဟက်ဘွိုင်,2000,Queue,Food
ไข่ต้ม,ဥပြုတ်,2000,Queue,Food
ไข่เจียว,အချပ်ကြော်,2000,Queue,Food
ไต,ကျောက်ကပ်,1000,Queue,Body
ไถไปไวไว,မြန်မြန်ထွန်,1500,Queue,Action
ไทยนี้รักสงบแต่ถึงรบไม่ขลาด,ထိုင်းလူမျိုးတွေက ငြိမ်းချမ်းမှုကိုချစ်မြတ်နိုးတယ် ဒါပေမယ့် တိုက်ခိုက်ရမယ်ဆိုလည်း မကြောက်ရွှံခဲ့ဘူး,100,Ready,Song
ไทยใหญ่,ရှမ်း,4000,Ready,People
ไปกรุงเทพฯเมื่อวานนี้,မနေ့က ဘန်ကောက်ကို သွားခဲ့တယ်,1000,Queue,Daily
ไปคาเฟ่,ကော်ဖီဆိုင်သွားသည်,0,Queue,Leisure
ไปที่ไร,ဘယ်သွားလဲ,500,Ready,General
ไปปีใด,ဘယ်နှစ််ကိုသွားလဲ,1000,Queue,Question
ไปรษณีย์,စာတိုက်,1000,Queue,Place
ไปอะไร,ဘာဖြစ်တာလဲ,8500,Ready,General
ไปเดินเล่น,လမ်းလျှောက်ထွက်သည်,0,Queue,Leisure
ไปเดินเล่นในสวนสาธารณะกัน,ပန်းခြံထဲမှာ လမ်းလျှောက်ထွက်ကြမယ်,5,Queue,Leisure
ไปเที่ยวที่ไหนดี,ဘယ်နေရာကို အလည်သွားရင် ကောင်းမလဲ,0,Queue,Leisure
ไปเที่ยววันหยุด,အားလပ်ရက်မှာ အလည်သွားသည်,0,Queue,Leisure
ไปและมา,သွားနဲ့လာ,8000,Ready,Verb
ไฟเรือง,မီးသီး/ချောင်း,5800,Ready,House
ไมโครโฟน,မိုက်ခရိုဖုန်း,500,Ready,Object
ไม่ควรมา,မလာသင့်ဘူး,6000,Ready,Advice
ไม่คิดค่าใช้จ่าย,အခမဲ့,3500,Queue,General
ไม่ค่อยสบาย,နေသိပ်မကောင်းဘူး,500,Queue,Health
ไม่ค่อยเก่งหรอกครับ,သိပ်မတတ်ဘူး,1500,Ready,General
ไม่ต้องคิดมาก,အရမ်းမတွေးနဲ့,9000,Ready,Daily
ไม่ต้องมา,လာဖို့မလိုဘူး/မလာနဲ့,3000,Ready,Permission
ไม่ถูก,မှား,500,Queue,Adjective
ไม่ทำอะไร,ဘာမှမလုပ်ဘူး,6100,Ready,Daily
ไม่มา,မလာဘူး,4000,Ready,Statement
ไม่มีความหวัง,မျှော်လင့်ချက်မရှိဘူး,4600,Ready,General
ไม่มีตังค์แล้ว,ပိုက်ဆံမရှိတော့ဘူး,2500,Ready,Daily
ไม่มีธุระ,ကိစ္စမရှိဘူး(အလုပ်),4300,Ready,Daily
ไม่มีอะไรทำ,ဘာမှလုပ်စရာမရှိဘူး,4000,Ready,Daily
ไม่มีแรง,အားမရှိဘူး,500,Ready,Health
ไม่มีโปร,အကျိုးမရှိဘူး,2500,Ready,General
ไม่มีใครมา,ဘယ်သူမှမလာဘူး,3400,Ready,Daily
ไม่มีใครเข้าใจผม,ငါ့ကိုဘယ်သူမှ နားမလည်ဘူး,3000,Ready,Daily
ไม่มีใครเชื่อ,ဘယ်သူမှ မယုံဘူး,3200,Ready,Daily
ไม่มีใครเห็น,ဘယ်သူမှမမြင်ဘူး,3500,Ready,Daily
ไม่มีใครเอา,ယူမယ့်လူမရှိဘူး,5130,Ready,Daily
ไม่ยุติธรรม,မတရားဘူး။,400,Ready,General
